	1	2	uniprotID	ENSG	ENST	DBD_coords	AD_coords	RD_coords	Bif_coords	length	IDR_coords
1184			Q69YI7		ENST00000373078	39-101				1	88-221,301-328
1185			Q6AHZ1		ENST00000624776	150-172,177-201,207-229,234-256,262-285				1	1-114,313-1435
1186			Q6AW86		ENST00000545523	285-307,397-419,425-447,453-475,481-503				1	48-252,502-545
1187			Q6DJT9		ENST00000429357	34-56,62-86,92-114,121-143,150-172,185-207,213-236	352-500			1	1-32,236-501
1188			Q6ECI4		ENST00000391709	228-250,256-278,284-306,312-334,340-362,368-391,397-419,425-447,453-475,481-503,509-531,537-559,565-587,593-615,621-643,649-671,677-699				1	78-227,696-718
1189			Q6EKJ0		ENST00000472837	107-181,332-406				1	1-19,184-324,499-528
1190			Q6ISB3		ENST00000646743	213-438	1-135			1	1-29,79-135,429-453
1191			Q6MZP7		ENST00000505397	522-558,596-633				1	1-525,580-598,661-686
1192			Q6N021		ENST00000380013	1-2002	1582-1751			1	1-1129,1423-1862,1929-2003
1193			Q6N043		ENST00000267807	239-259,320-342,357-380,387-410,417-440,446-468,474-496,643-666,689-713	862-951			1	1-242,502-618,731-980
1194			Q6NSZ9		ENST00000394152	348-370,375-397,403-425,431-453,459-480,486-508,514-537				1	1-39,128-347,530-545
1195			Q6NT04		ENST00000396862	4-56	408-446			1	525-550
1196			Q6NT76		ENST00000397358	268-339				1	1-15,56-159,238-263,351-421
1197			Q6NUN9		ENST00000340622	453-474,510-532,538-560,566-588				1	145-509,584-645
1198			Q6P1L6		ENST00000278772	269-291,297-319,325-347,353-375,381-403,409-431,437-459,465-487,493-515,521-543,549-571,577-599				1	1-63,134-265
1199			Q6P1N0		ENST00000318003	1-951	22-60			1	1-137,184-347,400-492,813-849
1200			Q6P2D0		ENST00000570010	184-206,212-234,240-262,268-290,296-318,324-346,352-374,380-402				1	1-185
1201			Q6P3V2		ENST00000292841	131-151,158-180,186-208,214-236,242-264,270-292,298-320,325-347,382-404,410-432,438-460,466-488,522-544,718-740				1	1-31,77-164,327-355
1202			Q6P9A3		ENST00000376233	221-241,253-269,275-298,304-326,332-355,361-383,389-411,417-439,445-467,473-495,501-523,529-551,557-579,585-607,613-635				1	1-272
1203			Q6P9G9		ENST00000339249	323-345,351-373,379-401,407-429,435-457,463-485,491-513				1	1-21,125-323
1204			Q6PCT2		ENST00000562319	31-77				1	1-36,148-484,680-695
1205			Q6PDB4		ENST00000422689	212-234,240-262,268-290,296-318,324-346,352-374,380-402,408-430,436-458,464-486,492-514,520-542,548-570				1	1-207
1206			Q6PF04		ENST00000293471	204-226,234-254,260-282,288-310,318-338,344-366,372-394,400-422,428-450,456-478,484-506,512-535				1	52-203,545-618
1207			Q6PIV2		ENST00000317011	173-266	32-121			1	1-171
1208			Q6PK81		ENST00000282292	191-213,219-241,247-269,275-297,303-325,331-353,359-381,387-409,415-437				1	1-17,65-187
1209			Q6V9R5		ENST00000453372	126-146,204-226,262-282,288-310,316-338,344-366,372-394,400-422				1	1-188,244-284
1210			Q6XYB7		ENST00000377566	86-142				1	1-89,161-199
1211			Q6ZMS7		ENST00000434415	436-458,467-488,494-516				1	1-34,197-433,515-547
1212			Q6ZN11		ENST00000627814	190-205,227-249,255-277,283-305,311-333,339-361,367-389				1	66-225,392-407
1213			Q6ZN17		ENST00000345080	30-102				1	1-31,93-251
1214			Q6ZN18		ENST00000398864	261-286,295-322,328-352				1	1-260,342-394
1215			Q6ZN19		ENST00000426391	148-167,201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-503,509-531,537-559,593-615,621-643,649-671,677-699,705-727,733-755,761-783				1	1-148,789-809
1216			Q6ZN30		ENST00000380672	442-464,469-491,834-856,1035-1058,1063-1086				1	1-98,267-440,481-833,889-1033,1069-1100
1217			Q6ZN55		ENST00000600245	16-38,76-98,126-148,214-236,309-331,336-358,364-386,396-413,466-489,495-517,523-545,551-573,579-601,607-630,636-657,667-689,738-760,766-788,794-816,822-844				1	1-467,685-738,858-897
1218			Q6ZNB6		ENST00000507489	265-282,318-336,371-389,424-442,476-494,497-521,567-579,589-601,664-681,712-730,775-793				1	1-121,545-563,598-633
1219			Q6ZNG0		ENST00000314529	196-218,224-246,252-274,280-302,308-330,336-358,364-386,392-414				1	61-194
1220			Q6ZR52		ENST00000355504	54-76,82-104,111-131,137-159,193-215,249-271,277-299,305-327,333-355,361-383,389-411,417-439,445-467,473-495,501-523,557-579,585-607,613-635				1	1-50
1221			Q6ZRS2		ENST00000262518	2856-2868,2935-2947,3003-3015	2575-3230,198-1445			1	1-98,246-605,978-1948,2190-2300,2344-3231
1222			Q6ZS27		ENST00000440367	192-214,220-242,248-270,276-298,304-326,332-354,360-382,388-410				1	1-193,413-427
1223			Q6ZSB9		ENST00000337872	395-417,423-445,451-473,479-501,507-529,535-557,563-585				1	1-396,582-766
1224			Q6ZSS3		ENST00000403205	151-173,179-201,207-229,235-257,263-285,291-313,319-341				1	61-151,341-440
1225			Q6ZSZ6		ENST00000580243	246-270,307-331				1	1-210,268-403,453-892,1014-1031
1226			Q6ZV50		ENST00000646893	43-97				1	1-22,117-159,327-349,445-508,573-587
1227			Q70SY1		ENST00000330387	292-355	1-111			1	1-287,395-475
1228			Q70YC5		ENST00000395254	26-51				1	1-26,64-155,302-408
1229			Q76KX8		ENST00000332323	227-249,258-277,285-305,311-333,339-361,367-389,395-417,423-445,451-473,479-501,507-529,535-557,563-585,591-613,619-641,647-669				1	54-225
1230			Q7L2R6		ENST00000396408	243-265,271-293,299-321,327-349,355-377,383-405,411-428,438-460,466-488,494-515				1	51-229
1231			Q7LFL8		ENST00000511048	255-296				1	1-211
1232			Q7RTV3		ENST00000375256	167-189,195-219				1	1-163,290-351
1233			Q7Z340		ENST00000282296	251-273,279-301,306-329,335-357,363-385,391-413,419-441,447-469,475-497,503-525,531-553,559-581,587-609,615-637,643-665				1	1-30,84-254,656-671
1234			Q7Z353		ENST00000373177	2-60,437-496				1	54-440,497-601,649-691
1235			Q7Z398		ENST00000699333	203-225,231-253,259-281,287-309,315-337,343-365,371-393,399-421				1	73-200
1236			Q7Z4V0		ENST00000442986	507-529,535-558				1	1-503,595-762
1237			Q7Z591		ENST00000374088	1-1439				1	1-564,616-1440
1238			Q7Z6K1		ENST00000415914	4-86				1	81-312
1239			Q7Z7L9		ENST00000708208	222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,446-468,474-496,502-524,530-552,558-580,586-608				1	1-216
1240			Q86T29		ENST00000360187	169-191,197-219,227-247,253-275,281-303,309-331,337-359,365-387,393-415,422-443,449-471,477-499,505-527,533-555,561-583,589-611,617-639				1	1-172
1241			Q86UP8		ENST00000451013	NA-NA				1	1-19,184-324,498-528
1242			Q86UQ0		ENST00000448461	248-270,276-298,304-326,332-354				1	1-32,98-234
1243			Q86V15		ENST00000377022	489-514,550-574,609-634,667-691,1030-1054,1181-1205,1241-1265,1299-1323,1456-1480,1514-1536,1570-1594	31-185			1	1-457,685-992,1057-1162,1325-1425,1585-1760
1244			Q86VK4		ENST00000555044	219-243,249-273,279-303,309-333,339-362				1	1-219,359-479
1245			Q86VZ6		ENST00000283928	173-198,208-230	2-81			1	80-171
1246			Q86W11		ENST00000420878	301-323,329-351,357-379,385-407,413-435,441-463,469-491				1	1-53,108-298
1247			Q86WP2		ENST00000506184	1-473				1	1-474
1248			Q86WZ6		ENST00000621083	274-291,324-346,352-374,380-402,408-430,436-458,464-486,492-514,520-542,548-570,576-598,604-626,632-654,660-682,688-710,716-738,744-766,772-794				1	1-24,68-325
1249			Q86YE8		ENST00000536220	134-156,162-184,190-212,218-240,246-268,274-296,302-324,330-352,358-380,386-408,414-436,442-464,470-492,498-520,526-548,554-576,582-604,610-632,638-660				1	1-22,73-134
1250			Q86YF9		ENST00000376829	198-221				1	1-60,440-524,601-868
1251			Q86YP4		ENST00000360315	417-451				1	1-376,478-634
1252			Q8IUM7		ENST00000311034	3-52	597-802			1	324-803
1253			Q8IUX7		ENST00000223357	1-1158	1088-1158			1	1-422,1033-1159
1254			Q8IVH2		ENST00000704756	467-549				1	1-312,371-456,548-681
1255			Q8IVP9		ENST00000282282	156-178,184-206,212-234,240-262,268-290,296-318,324-346,352-374,378-400				1	1-154
1256			Q8IVW6		ENST00000622429	217-303				1	1-196,321-435,474-562
1257			Q8IW36		ENST00000339986	156-173,268-290,296-318,324-346,352-374,380-402,408-430,436-458,464-486,492-514				1	63-156
1258			Q8IWI9		ENST00000219905	77-260,2424-2475	2782-2901			1	1-21,258-1053,1099-2409,2528-3066
1259			Q8IWY8		ENST00000684362	263-330,426-493,678-700,706-728,734-756,762-784,790-812,818-840				1	1-18,79-261,309-421,475-676,840-853
1260			Q8IXF0		ENST00000356141	52-104	451-933			1	1-25,210-260,443-934
1261			Q8IXT2		ENST00000269945	38-84				1	1-35,100-368
1262			Q8IXZ3		ENST00000361443	356-380,386-410,416-438				1	1-335,433-491
1263			Q8IYH5		ENST00000370801	652-703				1	1-491,594-651,717-789,876-904
1264			Q8IZ20		ENST00000436292	322-344,350-372,401-420,426-448				1	1-318,448-525
1265			Q8IZC7		ENST00000592502	169-191,225-247,253-276,282-304,310-332,338-360,366-388,394-416				1	70-167,415-437
1266			Q8N0Y2		ENST00000337080	179-201,207-229,250-272,278-300				1	1-20,90-249,298-328
1267			Q8N184		ENST00000682579	253-275,281-303,309-331,337-359,365-387,393-415,421-443,449-471,477-499,505-527,533-555,561-583,589-611,617-639				1	56-252
1268			Q8N187		ENST00000438828	NA-NA				1	1-205,242-268,377-418,458-726
1269			Q8N1G0		ENST00000336715	706-727,733-757,764-787,792-815,827-849,858-881,963-986,993-1016,1023-1049,1135-1158,1200-1222	2-81			1	1-527,607-670,879-965,1050-1238
1270			Q8N1L9		ENST00000301887	15-72				1	1-47,86-275
1271			Q8N228		ENST00000369020	1-414				1	1-91,206-346
1272			Q8N2I2		ENST00000314686	188-210,216-238,244-266,272-294,300-322,328-350,356-378,384-406,412-434,440-462				1	1-187,465-561
1273			Q8N2R0		ENST00000522510	172-194,200-222,228-250,256-278,284-306				1	1-171
1274			Q8N2Z9		ENST00000309048	1-138				1	112-139
1275			Q8N393		ENST00000491431	397-419,425-447,453-475,481-503,509-531,537-559,565-587,593-615,621-643,650-670,676-698,704-726,732-754				1	55-399,751-783
1276			Q8N3X6		ENST00000382226	277-315,526-571				1	1-27,67-140,175-603
1277			Q8N4W9		ENST00000359798	259-277,287-309,315-337,343-365,371-393,399-421,427-449,455-477,483-505,511-533,539-561,567-589,595-617,623-645,651-673,679-701,707-729,735-757,763-785,791-813,819-841,847-869,875-897				1	1-23,67-257
1278			Q8N554		ENST00000443381	434-459,466-490,496-518,524-546,554-577				1	1-107,160-187,265-426,574-615
1279			Q8N587		ENST00000302851	197-219,255-270,281-303,309-331,337-359,365-387,393-415,421-443,449-471	29-68			1	1-277
1280			Q8N5A5		ENST00000328969	174-199				1	69-136,265-324,382-450,512-532
1281			Q8N720		ENST00000394163	212-234,240-262,303-325,330-353,380-402,408-430				1	1-210,443-492
1282			Q8N7K0		ENST00000344980	142-164,170-192,198-220,226-248,254-276,282-304,310-332,338-360,366-388,394-416,422-444,450-472,478-500,506-528,534-556,562-584,590-612,618-640,646-668				1	1-138
1283			Q8N823		ENST00000652185	259-277,287-309,315-332,343-364,370-392,398-420,426-448,454-475,482-504,510-532,538-560,566-588,594-616,622-644,650-672,678-700				1	1-24,62-257
1284			Q8N883		ENST00000270649	287-309,315-337,343-365,371-393,399-421,427-449,455-477,483-505,511-533,539-561				1	54-286,561-586
1285			Q8N8E2		ENST00000323703	150-172,178-200,206-228,360-382,388-410,416-438,444-466,472-494	12-84			1	1-155,226-362,489-542
1286			Q8N8J6		ENST00000602063	204-226,232-254,260-282,288-310,318-338,344-366,372-394,400-422,428-450,456-478,484-506,512-534,540-562,568-590,596-618,624-646,652-674,680-702,708-730				1	50-206
1287			Q8N8Z8		ENST00000357901	169-191,227-246,280-302,308-330,336-358,364-386,392-413,419-441,447-469,475-497,503-525,531-553,559-581,587-609,615-637,643-665				1	1-246
1288			Q8N988		ENST00000414706	146-167,173-195,201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-419				1	1-28,73-148
1289			Q8N9K5		ENST00000355114	207-229,235-257,263-285,291-313,319-341,347-369,375-397,403-425,431-453,459-481,487-509,515-537				1	1-20,102-208
1290			Q8N9L1		ENST00000484399	141-162,171-198,204-228,234-258,264-288				1	1-124,283-335
1291			Q8N9Z0		ENST00000616431	232-254,260-282,288-310,316-338,344-366,372-394,400-422,428-450				1	1-25,74-227,450-463
1292			Q8NA19		ENST00000400105	378-407				1	1-51,421-456,609-624
1293			Q8NA31		ENST00000558713	671-719				1	427-583,643-679
1294			Q8NAP8		ENST00000609129	341-363,369-392				1	148-338,418-496
1295			Q8NB15		ENST00000361518	108-130,144-169				1	1-36,175-253
1296			Q8NB42		ENST00000436120	302-324,330-352,358-380,386-408,414-436,442-464,470-492,498-520,526-548,554-576,582-604				1	72-298
1297			Q8NB50		ENST00000502412	141-163,169-191,197-219,225-247,253-275,281-303,309-331,337-359,365-387,393-415,421-443,449-471,477-499,505-527,533-555,561-583,589-611,617-639,645-667,673-695,701-723,729-751,757-779,785-807,813-834,840-862				1	1-142,858-901
1298			Q8NBB4		ENST00000282326	292-314,320-342,380-402				1	1-37,127-290,344-409
1299			Q8NC26		ENST00000600687	304-326,332-354,361-382,388-410				1	45-305,404-418
1300			Q8NCK3		ENST00000374435	130-152,158-180,186-208,214-236,242-264,270-292,298-320,326-348,354-376,382-404,410-432				1	1-14,58-131
1301			Q8NDQ6		ENST00000592533	187-209,215-237,243-265,271-293,299-321,327-349,355-377,383-405,411-433,439-461,467-489,495-517,523-545,551-573,579-601,607-629,635-657				1	58-188
1302			Q8NDW4		ENST00000395867	380-402,408-430,436-458,464-486,492-514,520-542,548-570				1	62-376
1303			Q8NEA6		ENST00000682749	345-370,379-406,413-436,442-466,472-496	255-307,709-775			1	1-344,494-776
1304			Q8NEK5		ENST00000366197	197-219,225-247,253-275,281-303,309-331,337-359,365-387,393-415,421-443,449-471,477-499				1	1-197,497-534
1305			Q8NEM1		ENST00000309683	182-204,210-232,238-260,266-288,294-316,322-344,350-372,378-400,406-428,434-456,462-484,490-512				1	68-179,511-531
1306			Q8NEP9		ENST00000334241	172-194,200-222,228-250,256-278,284-306,312-334,340-362,368-390,396-418,424-446,452-474,480-502,508-530,536-558,564-586				1	40-171,610-629
1307			Q8NF99		ENST00000330501	285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-503,509-531				1	1-42,119-283
1308			Q8NFU7		ENST00000373644	583-624	451-674			1	1-1418,1734-1989,2074-2137
1309			Q8NHM5		ENST00000377071	605-651				1	1-59,390-505,562-611,729-1060
1310			Q8NHY6		ENST00000301318	420-442,448-470,476-499,505-527,533-555,561-583,589-611,617-639,645-667,673-695,701-723,729-751,757-779,785-807,819-835				1	1-100,154-416,804-869
1311			Q8NI51		ENST00000609232	257-279,285-307,313-336,342-364,370-392,398-421,428-451,458-480,486-508,514-537,546-567				1	1-262,562-664
1312			Q8TA94		ENST00000293725	169-190,197-219,225-247,253-275,281-303,309-331,337-359,365-387,393-415,421-443,450-471				1	1-166
1313			Q8TAF7		ENST00000588268	244-267,273-295,301-323,329-351,357-379,385-407,413-435,441-463,469-491,497-519,524-544				1	50-251,542-564
1314			Q8TAQ5		ENST00000337995	139-161,167-189,195-217,223-245,251-273,279-301,307-329,335-357,363-385,391-413,419-441,447-469,475-497,503-525,531-553,559-581,587-609,615-637,643-665				1	38-130
1315			Q8TAU3		ENST00000312026	240-262,268-290,296-318,324-346,352-374,380-402,408-430,436-458,464-486,492-514,520-542,548-570				1	1-239,563-576
1316			Q8TBB0		ENST00000514480	4-91				1	1-149,209-223
1317			Q8TBC5		ENST00000601144	413-435,441-463				1	1-43,133-412,464-511
1318			Q8TBJ5		ENST00000283268	277-299,305-327,333-355,361-383,389-411,417-440				1	1-273,438-460
1319			Q8TC21		ENST00000398612	195-217,225-245,251-273,280-301,307-329,335-357,365-385,391-413,419-441,447-469,475-497				1	1-20,65-223
1320			Q8TCN5		ENST00000355898	125-147,155-178,641-663,669-691,697-720,758-780,786-808,911-933				1	1-126,168-238,275-636,717-758,824-902
1321			Q8TD17		ENST00000475153	343-364,399-420,427-449,455-477,483-505,511-533,539-561,567-590				1	1-46,185-397,582-643
1322			Q8TDD2		ENST00000708982	294-318,324-348,354-376	30-195			1	1-273,369-432
1323			Q8TE12		ENST00000367893	196-252	282-382			1	1-30,156-383
1324			Q8TE85		ENST00000350501	211-421	102-190,2-101			1	1-24,71-223,448-507,595-627
1325			Q8TEK3		ENST00000398665	1-1537				1	339-477,670-1538
1326			Q8TEY5		ENST00000368607	215-292	2-91			1	1-209,312-396
1327			Q8TF20		ENST00000338977	97-119,153-175,209-231,237-259,265-287,293-315,321-343,349-371,377-399,433-455,461-483,489-511,517-539,545-567,573-595,629-650,657-679,685-707,741-763,769-791,797-819,825-847,853-875,881-903				1	1-97,181-202,899-912
1328			Q8TF39		ENST00000309235	390-407,439-461,467-489,495-517,523-545,551-573,579-601,607-629,635-657,663-685,691-713,719-741				1	1-58,133-441
1329			Q8TF47		ENST00000570495	211-233,254-276,282-304,310-332,338-360,366-388,394-416,450-472,497-519,525-547,553-575,581-603,609-631				1	1-18,69-261,420-492
1330			Q8TF68		ENST00000396801	228-250,256-278,284-306,317-339,345-367,373-397,403-425,433-455				1	1-228,487-578
1331			Q8WTV1		ENST00000054650	4-84				1	72-180,222-240
1332			Q8WV37		ENST00000595962	202-225,231-253,259-281,287-309,315-336,343-365,371-393,399-421,427-449,455-477,483-505,511-533				1	1-22,71-202
1333			Q8WW38		ENST00000407775	250-271,297-320,363-385,549-569,687-708,854-875,1120-1140	26-77			1	1-148,278-299,382-514,576-1152
1334			Q8WWB7		ENST00000647767	1-406	42-126			1	1-36
1335			Q8WY36		ENST00000325805	80-148				1	1-85,150-942
1336			Q8WY91		ENST00000407315	4-87				1	82-329,554-578
1337			Q8WYA1		ENST00000266503	109-161	542-636			1	1-72,290-308,476-637
1338			Q8WYK2		ENST00000651602	70-133				1	1-77,138-164
1339			Q8WYN3		ENST00000651982	1-585				1	1-103,139-166,283-586
1340			Q8WYP5		ENST00000648844	1-67	1445-1698			1	1022-2267
1341			Q92481		ENST00000393655	228-428	64-122			1	1-211,434-461
1342			Q92570		ENST00000395097	290-359	149-291,614-626,441-520,1-110			1	1-291,363-398
1343			Q92664		ENST00000381140	40-64,70-94,100-125,132-156,162-186,189-213,218-239,246-271,277-301				1	1-39,303-366
1344			Q92731		ENST00000341099	147-216	1-148,304-500			1	1-145,229-254,504-531
1345			Q92753		ENST00000396204	19-88				1	1-18,122-210
1346			Q92754		ENST00000201031	222-423	53-115			1	1-201,431-451
1347			Q92766		ENST00000379933	66-88,97-119,125-147,643-665,671-693,699-722,753-775,790-813,1246-1268,1512-1534,1540-1562				1	1-68,144-207,260-292,339-640,820-1511,1561-1688
1348			Q92782		ENST00000355526	195-218				1	103-267
1349			Q92784		ENST00000556509	198-221				1	80-258
1350			Q92908		ENST00000581694	390-424,444-478	1-215,280-351			1	1-385,485-596
1351			Q92985		ENST00000621391	13-125	468-503,151-305			1	70-89,130-288
1352			Q92988		ENST00000240306	118-174				1	1-122,177-241
1353			Q969W8		ENST00000452939	199-221,227-249,255-277,283-305,311-333,339-361,367-389				1	1-196
1354			Q96AP4		ENST00000368576	155-177,193-215				1	67-158
1355			Q96AV8		ENST00000322886	143-211,283-367				1	1-145,250-286,412-912
1356			Q96BA8		ENST00000621158	288-352	1-101			1	1-273,391-520
1357			Q96BD5		ENST00000418153	1-680				1	63-487,629-681
1358			Q96BR6		ENST00000343381	189-211,222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440				1	1-189,432-465
1359			Q96BR9		ENST00000373510	282-304,310-333				1	128-279,383-442
1360			Q96BT3		ENST00000562787	1-561				1	1-460
1361			Q96CX3		ENST00000627775	22-44,50-72,78-100,106-128,134-156,162-184,190-212,218-240,246-268				1	1-15
1362			Q96DT7		ENST00000455036	722-744,750-772				1	1-334,471-720,807-872
1363			Q96E29		ENST00000287025	125-399	82-161			1	1-126
1364			Q96F45		ENST00000372524	524-542				1	1-647
1365			Q96GC6		ENST00000617501	507-529,535-557,563-585,591-613,619-641				1	61-166,232-293,329-501,634-654
1366			Q96GD3		ENST00000326197	1-660				1	1-29,235-359,494-595
1367			Q96GE5		ENST00000430385	169-190,197-219,225-247,253-275,281-303,309-331,337-359,365-387,393-415,421-443,449-470,476-498,504-526,532-554,560-582,588-610,621-643				1	1-166
1368			Q96H12		ENST00000622639	21-104				1	96-191,260-276
1369			Q96H86		ENST00000252797	177-197,203-225,231-253,259-281,287-309,315-337,343-365				1	1-28,75-177,357-409
1370			Q96HQ0		ENST00000221735	203-225,231-253,259-281,287-309,315-337,343-365,371-393,399-421,427-449,455-477,483-505				1	1-27,74-202
1371			Q96HZ4		ENST00000272937	26-77				1	1-31,139-225
1372			Q96IQ9		ENST00000255616	109-133,145-169,176-201				1	1-117,202-313
1373			Q96IT1		ENST00000709067	406-427,435-457,463-485,522-545,553-575				1	1-48,105-407,485-518
1374			Q96JB3		ENST00000443632	442-464,505-527,533-555,561-583,589-611	295-430			1	1-503
1375			Q96JL9		ENST00000292530	366-388,394-416,422-444,450-472,478-500,506-528,534-556,562-584,590-612,618-640				1	1-363,635-666
1376			Q96JM2		ENST00000277225	3-26,107-130,161-184,242-265,438-461,469-491,599-622,842-865,885-907,924-947,1029-1052,1113-1136,1192-1215,1264-1287,1311-1334,1368-1391,1469-1492,1514-1537,1576-1599,1659-1682,1696-1719,1766-1789,1845-1869,1891-1913,1967-1989,2024-2046,2053-2076,2082-2105,2190-2213,2219-2243,2253-2276,2299-2322,2327-2351,2413-2436				1	1-847,968-1192,1234-1249,1409-1470,1545-1662,1720-1841,1930-2018,2108-2191,2355-2507
1377			Q96JM7		ENST00000368136	557-586				1	1-93,148-230,541-676
1378			Q96JN0		ENST00000675971	350-395				1	1-349,394-434
1379			Q96JP5		ENST00000316059	311-336,342-366,372-394,400-422,430-453				1	1-307,471-571
1380			Q96K58		ENST00000538906	22-44,84-106,112-134,140-162,168-190,196-218,224-246,252-274,280-302,308-330,336-358,364-386,392-414,516-538,544-566,572-594				1	1-86,411-515,581-620
1381			Q96KN3		ENST00000298282	289-346				1	1-67,176-299,350-473
1382			Q96LI6		ENST00000307393	80-195				1	1-70,204-402
1383			Q96LW9		ENST00000439158	239-261,267-289,295-317,323-345,351-373,379-401				1	1-39,106-238
1384			Q96LX7		ENST00000528266	11-32				1	1-136,282-385,430-454,562-623
1385			Q96ME7		ENST00000355467	159-194,197-220,287-310,406-429,436-464				1	1-151,490-568
1386			Q96MN9		ENST00000585316	277-298,317-339				1	1-341
1387			Q96MU6		ENST00000620195	253-269,280-303,309-330,337-359,365-387,393-415,421-443,449-471,477-499,505-527,533-555,561-583,589-611,617-639,645-667,673-694,701-723				1	1-32,89-308
1388			Q96N22		ENST00000402377	198-220,226-247,256-276,284-304,313-332,338-360,366-388,394-416,422-444,450-472,478-500,506-528,534-556,562-584,590-612				1	58-202,311-326,609-646
1389			Q96N77		ENST00000544117	264-286,292-314,320-342,371-394,400-422	171-265			1	1-95,159-263,343-368,413-439
1390			Q96N95		ENST00000589332	251-273,279-301,307-329				1	1-51,122-249
1391			Q96NG5		ENST00000708542	153-174,180-202,208-230,236-258,264-286,292-314,320-342,348-370,376-398				1	1-35,85-155
1392			Q96NI8		ENST00000330173	218-240,246-268,274-296,302-324,330-352,358-380,386-408,414-436,442-464,470-492,498-520				1	75-217,514-537
1393			Q96NJ3		ENST00000614994	316-338,344-366,372-394,400-422,428-450,456-478,484-506,512-534,540-562				1	1-29,85-317,566-591
1394			Q96NL3		ENST00000329285	199-221,227-249,255-277,283-305,311-333,339-361,367-389,395-417,423-445,451-473,479-501,507-529,535-557,563-585				1	58-198
1395			Q96NX9		ENST00000373125	1-599				1	1-72,166-450,554-600
1396			Q96NZ1		ENST00000299162	193-283	372-501			1	1-190,304-518
1397			Q96PM9		ENST00000338010	74-98				1	1-195,235-387
1398			Q96PN7		ENST00000695966	512-534,1013-1037,1086-1108	312-401			1	1-783,952-1201
1399			Q96PQ6		ENST00000247956	222-244,250-272,278-300,306-328,334-356,362-384,390-412,418-440,446-468,474-496,502-524,530-552,558-580				1	1-220
1400			Q96RE9		ENST00000446148	269-291,297-319,325-347,353-375,381-403,409-431,437-459,465-487,493-515,521-543,549-571,577-599				1	61-267
1401			Q96RI1		ENST00000551379	135-204				1	1-130,226-262
1402			Q96RK0		ENST00000681038	1109-1177				1	1-210,295-1126,1181-2351,2429-2518
1403			Q96SE7		ENST00000334197	263-283,289-311,317-339,345-367,373-395,401-423,429-451,457-479,485-507,513-535,541-563,569-591,597-619,653-675,681-703,709-731,765-787,792-812				1	62-287
1404			Q96SF7		ENST00000369429	115-304				1	1-110,336-603
1405			Q96SK3		ENST00000355202	114-136,142-163,170-192,197-219,225-247,253-275,281-303,309-330,365-387,393-415,421-443,449-471,477-499,505-527,533-555,561-583,589-611,617-639,645-667,673-695				1	62-103,330-361
1406			Q96SQ5		ENST00000339656	296-318,324-346,380-402,464-486,492-514,520-542				1	1-240,562-576
1407			Q96SQ7		ENST00000306279	231-283				1	1-222
1408			Q96SR6		ENST00000292928	296-318,324-346,352-374,380-402,408-430,436-458,464-486,494-514,520-542				1	51-293
1409			Q96SZ4		ENST00000252463	292-315,321-343,349-371,377-399,422-443,467-489,495-517,523-545,551-573,579-601,607-629,635-657,669-691,697-719				1	55-294,391-467
1410			Q96T68		ENST00000354234	160-232				1	62-146,452-630
1411			Q99081		ENST00000557843	578-631	109-160			1	1-580,640-683
1412			Q99592		ENST00000696618	370-392,411-432,438-460,466-489				1	1-372,491-523
1413			Q99593		ENST00000405440	56-238	339-379			1	1-50,238-519
1414			Q99612		ENST00000497571	200-224,230-254,260-282	1-201			1	1-200
1415			Q99687		ENST00000558555	263-320				1	1-105,182-268,324-376
1416			Q99697		ENST00000394595	86-142	1-84,205-278			1	1-91,152-318
1417			Q99742		ENST00000602212	46-97				1	1-62,106-128,195-243,405-591
1418			Q99801		ENST00000380871	125-193				1	1-136
1419			Q99941		ENST00000427136	323-389	2-91			1	1-327,411-704
1420			Q9BQA5		ENST00000350777	170-193,200-220,229-251,255-278,284-306,345-368	374-407			1	1-67,402-518
1421			Q9BQW3		ENST00000609451	18-248				1	1-28,405-603
1422			Q9BR84		ENST00000393883	94-112,119-140,148-163,185-202,241-263,297-319,325-347,353-375,381-403,409-431,437-459,465-487,493-515				1	1-294,511-539
1423			Q9BRP0		ENST00000278780	119-141,143-169,175-198,214-237	34-96			1	1-108,256-276
1424			Q9BRR0		ENST00000377255	314-336,342-364,370-392,398-420,426-448,480-502,508-530				1	1-59,130-315,448-474
1425			Q9BSG1		ENST00000614034	173-195,201-223,229-251,257-279,285-307,313-335,341-363,369-391,397-418				1	1-14,64-175
1426			Q9BSK1		ENST00000638348	158-179,188-208,214-236,242-264,270-292,298-320,326-348,354-376				1	1-155,380-486
1427			Q9BT81		ENST00000646538	45-113	262-388			1	1-46,120-389
1428			Q9BU19		ENST00000306601	328-353,359-383,389-411,417-439,448-471				1	1-328,463-520
1429			Q9BUG6		ENST00000683990	356-378,384-406,412-434,440-462,468-490				1	1-50,107-354,484-497
1430			Q9BV97		ENST00000568028	183-203,209-231,237-259,265-287				1	1-37,95-180,285-331
1431			Q9BVI0		ENST00000374012	1-1012	940-978			1	140-649,781-934
1432			Q9BW11		ENST00000513063	58-110				1	1-63,147-207
